epoch,classification_loss,mmd_loss,mmd_floor_activation_fraction,gradient_norm,gradient_norm_after_clipping,gradient_clipped_fraction,mmd_photo__art_painting,mmd_current_median_photo__art_painting,mmd_effective_median_photo__art_painting,mmd_frozen_floor_photo__art_painting,mmd_floor_activation_fraction_photo__art_painting,mmd_off_diagonal_zeros_photo__art_painting,mmd_photo__cartoon,mmd_current_median_photo__cartoon,mmd_effective_median_photo__cartoon,mmd_frozen_floor_photo__cartoon,mmd_floor_activation_fraction_photo__cartoon,mmd_off_diagonal_zeros_photo__cartoon,mmd_art_painting__cartoon,mmd_current_median_art_painting__cartoon,mmd_effective_median_art_painting__cartoon,mmd_frozen_floor_art_painting__cartoon,mmd_floor_activation_fraction_art_painting__cartoon,mmd_off_diagonal_zeros_art_painting__cartoon,photo_accuracy,photo_macro_f1,art_painting_accuracy,art_painting_macro_f1,cartoon_accuracy,cartoon_macro_f1,mean_source_accuracy,mean_source_macro_f1,worst_source_accuracy,worst_source_macro_f1
1,1.3384954663033182,0.015559582636404307,0.9985815602836879,52.77729126920422,19.640825317532865,0.9234042553191489,0.014530719594752535,0.0199583209947029,0.8772861361503601,0.8772861361503601,1.0,0.0,0.017002005272723258,0.021300062359845703,0.8917758464813232,0.8917758464813232,1.0,0.0,0.015146022147320687,0.01807821472373573,0.803089791155876,0.8030382394790649,0.9957446808510638,0.0,0.6826347305389222,0.5400848691648757,0.5219512195121951,0.4585762135334576,0.6204690831556503,0.5617563017091236,0.6083516777355892,0.520139128135819,0.5219512195121951,0.4585762135334576
2,0.6599589294575631,0.0065735683652592145,1.0,61.084234304599335,19.957804082185383,0.9872340425531915,0.006493379714641165,0.009723998639891122,0.8772861361503601,0.8772861361503601,1.0,0.0,0.006813536299035904,0.010963719435273966,0.8917758464813232,0.8917758464813232,1.0,0.0,0.0064137884911070475,0.008329619125443253,0.8030382394790649,0.8030382394790649,1.0,0.0,0.8952095808383234,0.8753460313163658,0.8341463414634146,0.830745247501629,0.8571428571428571,0.8632903153581174,0.862166259814865,0.8564605313920374,0.8341463414634146,0.830745247501629
3,0.43085086992446414,0.004817165339742094,1.0,52.63511135367205,19.90727641088304,0.9702127659574468,0.004751649815985497,0.008660814794216385,0.8772861361503601,0.8772861361503601,1.0,0.0,0.0047749357020601315,0.008893081167356131,0.8917758464813232,0.8917758464813232,1.0,0.0,0.00492491011923932,0.007668184526660975,0.8030382394790649,0.8030382394790649,1.0,0.0,0.9131736526946108,0.8977408439655158,0.824390243902439,0.8239113287700137,0.8528784648187633,0.8606522442401907,0.8634807871386044,0.8607681389919067,0.824390243902439,0.8239113287700137
4,0.32854313458058426,0.004226391136824609,1.0,49.89017150328407,19.625131596051876,0.9148936170212766,0.004050055970536901,0.007479258261105798,0.8772861361503601,0.8772861361503601,1.0,0.0,0.004274571195561835,0.007697702205165269,0.8917758464813232,0.8917758464813232,1.0,0.0,0.0043545459179168055,0.006988048128427026,0.8030382394790649,0.8030382394790649,1.0,0.0,0.8802395209580839,0.8636841950863515,0.7829268292682927,0.7885489117398198,0.8891257995735607,0.8934803594955341,0.8507640499333124,0.8485711554405685,0.7829268292682927,0.7885489117398198
5,0.22199399328017805,0.0034556917380541563,1.0,43.1752951875344,18.953539477905363,0.8340425531914893,0.0033747896235039893,0.006124343665594116,0.8772861361503601,0.8772861361503601,1.0,0.0,0.003414450300500748,0.006160716303287351,0.8917758464813232,0.8917758464813232,1.0,0.0,0.0035778350018440407,0.005744975806273362,0.8030382394790649,0.8030382394790649,1.0,0.0,0.9341317365269461,0.92206223364436,0.8536585365853658,0.8548554835895824,0.9125799573560768,0.9153124710203127,0.9001234101561296,0.8974100627514184,0.8536585365853658,0.8548554835895824
6,0.22663261651190275,0.003055117405861854,1.0,45.32132766609278,18.739201137827916,0.8297872340425532,0.002943751152525557,0.005541454828245209,0.8772861361503601,0.8772861361503601,1.0,0.0,0.0028331573973310754,0.00547309801022106,0.8917758464813232,0.8917758464813232,1.0,0.0,0.0033884433989829206,0.005324720242556105,0.8030382394790649,0.8030382394790649,1.0,0.0,0.9221556886227545,0.9094014411886614,0.8341463414634146,0.8291280584261581,0.9125799573560768,0.9129602487582105,0.8896273291474154,0.8838299161243434,0.8341463414634146,0.8291280584261581
7,0.16707586506084401,0.0028981209648376765,1.0,39.83471560245268,17.99213578857237,0.7787234042553192,0.0027629913167750582,0.005024810292896755,0.8772861361503601,0.8772861361503601,1.0,0.0,0.002830566243922457,0.005045789109661858,0.8917758464813232,0.8917758464813232,1.0,0.0,0.0031008050796833444,0.00497013089306494,0.8030382394790649,0.8030382394790649,1.0,0.0,0.9550898203592815,0.9473921552982666,0.8707317073170732,0.8718249292036813,0.9253731343283582,0.9331758819329904,0.9170648873349042,0.9174643221449794,0.8707317073170732,0.8718249292036813
8,0.17008208204060793,0.002660908335770302,1.0,37.94971039998988,17.577174308859366,0.7319148936170212,0.0024900314655709774,0.004998704865376683,0.8772861361503601,0.8772861361503601,1.0,0.0,0.0026170690008934508,0.004923218398533286,0.8917758464813232,0.8917758464813232,1.0,0.0,0.0028756243117312166,0.004919434715300164,0.8030382394790649,0.8030382394790649,1.0,0.0,0.9011976047904192,0.8833080765350882,0.8390243902439024,0.842387544159328,0.8955223880597015,0.9089988042285616,0.878581461031341,0.878231474974326,0.8390243902439024,0.842387544159328
9,0.1324748728379726,0.002532637115082446,1.0,32.421305116399566,16.91893409714148,0.6595744680851063,0.0024251085646609044,0.004619467248545682,0.8772861361503601,0.8772861361503601,1.0,0.0,0.0024297227250768784,0.004553801839814541,0.8917758464813232,0.8917758464813232,1.0,0.0,0.00274307981450507,0.0046473404808722914,0.8030382394790649,0.8030382394790649,1.0,0.0,0.9491017964071856,0.9449408007413574,0.8512195121951219,0.8490521554712742,0.906183368869936,0.9128715570975989,0.9021682258240812,0.9022881711034101,0.8512195121951219,0.8490521554712742
10,0.10412049755612586,0.002266520711325822,1.0,32.58002891510796,15.690455452222803,0.6042553191489362,0.0020959610634661736,0.004029232553860292,0.8772861361503601,0.8772861361503601,1.0,0.0,0.0022135369321133226,0.00389042013582397,0.8917758464813232,0.8917758464813232,1.0,0.0,0.002490063931079621,0.003973223243225762,0.8030382394790649,0.8030382394790649,1.0,0.0,0.937125748502994,0.9269482800825353,0.8341463414634146,0.8244370288097534,0.9211087420042644,0.9188540149005741,0.8974602773235577,0.8900797745976209,0.8341463414634146,0.8244370288097534
