epoch,learning_rate,loss,known_ce,classifier_placeholder,data_placeholder,validation_accuracy
64,0.030142605468260992,0.24212487157185872,0.24212487157185872,0.0,0.0,0.9034
65,0.028711035421746394,0.23987352241410148,0.23987352241410148,0.0,0.0,0.9178
66,0.027300475013022688,0.2274530369175805,0.2274530369175805,0.0,0.0,0.8986
67,0.025912316294914254,0.21763481025165982,0.21763481025165982,0.0,0.0,0.9044
68,0.02454792921248146,0.2112759766631656,0.2112759766631656,0.0,0.0,0.921
69,0.02320866025105018,0.20550984675354428,0.20550984675354428,0.0,0.0,0.9224
70,0.021895831107393487,0.19208994731108348,0.19208994731108348,0.0,0.0,0.9158
71,0.02061073738537637,0.18605784970124561,0.18605784970124561,0.0,0.0,0.9156
72,0.01935464731735119,0.17268208607037863,0.17268208607037863,0.0,0.0,0.9214
73,0.018128800512565532,0.17174558025466072,0.17174558025466072,0.0,0.0,0.9294
74,0.016934406733817433,0.16105036840968662,0.16105036840968662,0.0,0.0,0.9216
75,0.01577264470356558,0.1550975395705965,0.1550975395705965,0.0,0.0,0.9324
76,0.014644660940672643,0.1427716938773791,0.1427716938773791,0.0,0.0,0.9244
77,0.013551568628929448,0.13684040740595924,0.13684040740595924,0.0,0.0,0.9322
78,0.012494446518477033,0.1295242935763465,0.1295242935763465,0.0,0.0,0.9288
79,0.011474337861210555,0.11729339384237925,0.11729339384237925,0.0,0.0,0.9376
80,0.01049224938121549,0.10966009895271725,0.10966009895271725,0.0,0.0,0.9396
81,0.009549150281252642,0.09784429935879177,0.09784429935879177,0.0,0.0,0.9404
82,0.008645971286271922,0.09467579011585978,0.09467579011585978,0.0,0.0,0.9436
83,0.007783603724899264,0.08293071924712923,0.08293071924712923,0.0,0.0,0.9396
84,0.006962898649802819,0.07893600904610422,0.07893600904610422,0.0,0.0,0.9408
85,0.0061846659978068265,0.07223992345531781,0.07223992345531781,0.0,0.0,0.9418
86,0.005449673790581615,0.06832050671842363,0.06832050671842363,0.0,0.0,0.946
87,0.004758647376699036,0.05980320715109507,0.05980320715109507,0.0,0.0,0.9458
88,0.004112268715800957,0.05727989011075762,0.05727989011075762,0.0,0.0,0.948
89,0.003511175705587435,0.05137409335109923,0.05137409335109923,0.0,0.0,0.9448
90,0.0029559615522887295,0.04778053204284774,0.04778053204284774,0.0,0.0,0.9478
91,0.0024471741852423253,0.04523730017344157,0.04523730017344157,0.0,0.0,0.949
92,0.0019853157161528537,0.042785708902279534,0.042785708902279534,0.0,0.0,0.9484
93,0.0015708419435684529,0.04171614785956012,0.04171614785956012,0.0,0.0,0.9486
94,0.0012041619030626347,0.03554495853980382,0.03554495853980382,0.0,0.0,0.9526
95,0.0008856374635655646,0.03502455692523056,0.03502455692523056,0.0,0.0,0.9524
96,0.0006155829702431174,0.03887406478060616,0.03887406478060616,0.0,0.0,0.9542
97,0.00039426493427611206,0.03456195960111088,0.03456195960111088,0.0,0.0,0.9548
98,0.00022190176984600036,0.03438543960253398,0.03438543960253398,0.0,0.0,0.9542
99,9.866357858642213e-05,0.034390286718143356,0.034390286718143356,0.0,0.0,0.9552
100,2.4671981713420017e-05,0.03335050075054169,0.03335050075054169,0.0,0.0,0.9548
