epoch,classification_loss,mmd_loss,mmd_floor_activation_fraction,gradient_norm,gradient_norm_after_clipping,gradient_clipped_fraction,mmd_photo__art_painting,mmd_current_median_photo__art_painting,mmd_effective_median_photo__art_painting,mmd_frozen_floor_photo__art_painting,mmd_floor_activation_fraction_photo__art_painting,mmd_off_diagonal_zeros_photo__art_painting,mmd_photo__cartoon,mmd_current_median_photo__cartoon,mmd_effective_median_photo__cartoon,mmd_frozen_floor_photo__cartoon,mmd_floor_activation_fraction_photo__cartoon,mmd_off_diagonal_zeros_photo__cartoon,mmd_art_painting__cartoon,mmd_current_median_art_painting__cartoon,mmd_effective_median_art_painting__cartoon,mmd_frozen_floor_art_painting__cartoon,mmd_floor_activation_fraction_art_painting__cartoon,mmd_off_diagonal_zeros_art_painting__cartoon,photo_accuracy,photo_macro_f1,art_painting_accuracy,art_painting_macro_f1,cartoon_accuracy,cartoon_macro_f1,mean_source_accuracy,mean_source_macro_f1,worst_source_accuracy,worst_source_macro_f1
1,0.5126765752884935,0.062143715066795654,0.9985815602836879,24.192759534181928,18.00610757676344,0.6212765957446809,0.060419158732637444,0.09545414918597708,0.8772861361503601,0.8772861361503601,1.0,0.0,0.06416125399001102,0.09995270729699034,0.8917758464813232,0.8917758464813232,1.0,0.0,0.061850727365372025,0.08689058234399938,0.803089791155876,0.8030382394790649,0.9957446808510638,0.0,0.9401197604790419,0.9296473329662627,0.8536585365853658,0.8523212849031195,0.8827292110874201,0.8893841535107943,0.8921691693839428,0.8904509237933921,0.8536585365853658,0.8523212849031195
2,0.23328485118344108,0.024630524233934727,1.0,21.955681497041677,16.719755132954898,0.5106382978723404,0.0239946223319845,0.04136523236619665,0.8772861361503601,0.8772861361503601,1.0,0.0,0.024165817017250873,0.04161123206957858,0.8917758464813232,0.8917758464813232,1.0,0.0,0.025731131371031415,0.038600026261299214,0.8030382394790649,0.8030382394790649,1.0,0.0,0.9431137724550899,0.9319012630514159,0.8463414634146341,0.8481355429864966,0.8891257995735607,0.8983422082903524,0.8928603451477616,0.8927930047760883,0.8463414634146341,0.8481355429864966
3,0.17429935418445855,0.018924602763132847,1.0,19.287590251503342,15.045265699068684,0.4127659574468085,0.01819170890970433,0.033711552754678624,0.8772861361503601,0.8772861361503601,1.0,0.0,0.018264620354835025,0.033928677760698696,0.8917758464813232,0.8917758464813232,1.0,0.0,0.020317477368293924,0.03304700291061655,0.8030382394790649,0.8030382394790649,1.0,0.0,0.9491017964071856,0.9399109593994582,0.8902439024390244,0.8919540967804298,0.9189765458422174,0.915812351482629,0.9194407482294759,0.915892469220839,0.8902439024390244,0.8919540967804298
4,0.12213086913998655,0.016491418312046122,1.0,16.675913854863683,13.733884377539301,0.32340425531914896,0.015617877879041307,0.02871903546471545,0.8772861361503601,0.8772861361503601,1.0,0.0,0.015833284499797415,0.029106173216503984,0.8917758464813232,0.8917758464813232,1.0,0.0,0.018023091174186545,0.02928373379276154,0.8030382394790649,0.8030382394790649,1.0,0.0,0.9610778443113772,0.952989731260408,0.8902439024390244,0.8837741591976466,0.9402985074626866,0.9454294431771778,0.930540084737696,0.9273977778784107,0.8902439024390244,0.8837741591976466
5,0.10845965335375947,0.01432935067432675,1.0,15.907063094213841,12.684306742461876,0.2851063829787234,0.013715557341879986,0.02539340928989522,0.8772861361503601,0.8772861361503601,1.0,0.0,0.013478128960792054,0.024736464566531332,0.8917758464813232,0.8917758464813232,1.0,0.0,0.015794364442216588,0.025778112972670412,0.8030382394790649,0.8030382394790649,1.0,0.0,0.9760479041916168,0.9704117598187868,0.8804878048780488,0.8823785974050516,0.9573560767590619,0.9607251062383331,0.9379639286095758,0.9378384878207239,0.8804878048780488,0.8823785974050516
6,0.08309079931683261,0.013257659484255821,1.0,14.145750699053288,11.576084331023516,0.2723404255319149,0.012503078136038273,0.0234441649604668,0.8772861361503601,0.8772861361503601,1.0,0.0,0.012149893983881525,0.02366347095750748,0.8917758464813232,0.8917758464813232,1.0,0.0,0.015120005100331409,0.024401260016763463,0.8030382394790649,0.8030382394790649,1.0,0.0,0.9640718562874252,0.9589317947152737,0.8902439024390244,0.8905269981641012,0.9339019189765458,0.9406760725532272,0.9294058925676651,0.9300449551442007,0.8902439024390244,0.8905269981641012
7,0.07763649563925781,0.012826008864856782,1.0,13.449939905535691,10.934072943034398,0.22127659574468084,0.01227148340103474,0.022387509709818565,0.8772861361503601,0.8772861361503601,1.0,0.0,0.012207552727232588,0.021722908226892036,0.8917758464813232,0.8917758464813232,1.0,0.0,0.013998989348715924,0.022777521947121366,0.8030382394790649,0.8030382394790649,1.0,0.0,0.9700598802395209,0.9649705082460817,0.9243902439024391,0.92597515211018,0.9530916844349681,0.9578542361003685,0.9491806028589761,0.9495999654855433,0.9243902439024391,0.92597515211018
8,0.07381317385712619,0.011517533210126009,1.0,12.579898113247182,10.344707236331047,0.23404255319148937,0.010708995575600483,0.021025866079837717,0.8772861361503601,0.8772861361503601,1.0,0.0,0.011260647469378533,0.020773866899470066,0.8917758464813232,0.8917758464813232,1.0,0.0,0.012582955461867312,0.021256279893853564,0.8030382394790649,0.8030382394790649,1.0,0.0,0.9281437125748503,0.9165963005866381,0.8731707317073171,0.8674824627141974,0.9019189765458422,0.905945512807231,0.9010778069426699,0.8966747587026888,0.8731707317073171,0.8674824627141974
9,0.06116721175878527,0.011208058376499313,1.0,11.598794535591898,9.66381017330333,0.23829787234042554,0.01096900371795005,0.019863440250938242,0.8772861361503601,0.8772861361503601,1.0,0.0,0.01048808402203499,0.019470446215982134,0.8917758464813232,0.8917758464813232,1.0,0.0,0.01216708649980261,0.02056043460727372,0.8030382394790649,0.8030382394790649,1.0,0.0,0.9640718562874252,0.9590882790141759,0.8512195121951219,0.852102510068817,0.9232409381663113,0.931661981002497,0.9128441022162862,0.9142842566951633,0.8512195121951219,0.852102510068817
10,0.07097176630303828,0.010941128347544593,1.0,13.019830088777395,10.46434087646471,0.2851063829787234,0.010410548271016873,0.01967830174860168,0.8772861361503601,0.8772861361503601,1.0,0.0,0.010233154702693857,0.01914093281598167,0.8917758464813232,0.8917758464813232,1.0,0.0,0.012179681088062043,0.019930022614116364,0.8030382394790649,0.8030382394790649,1.0,0.0,0.9401197604790419,0.9318360609087426,0.8317073170731707,0.8233723568655719,0.906183368869936,0.9097339605579032,0.8926701488073828,0.8883141261107391,0.8317073170731707,0.8233723568655719
11,0.0522360556351177,0.011181476589371549,1.0,10.11216299620063,8.859542715853317,0.1702127659574468,0.010641404415698762,0.019726672570439096,0.8772861361503601,0.8772861361503601,1.0,0.0,0.010377810863738365,0.019385899159502475,0.8917758464813232,0.8917758464813232,1.0,0.0,0.012525213525650348,0.020884839928847678,0.8030382394790649,0.8030382394790649,1.0,0.0,0.9461077844311377,0.9400055282671188,0.9048780487804878,0.9101714464311824,0.9317697228144989,0.9372619065711671,0.9275851853420415,0.9291462937564895,0.9048780487804878,0.9101714464311824
12,0.04278698383274419,0.009140343608413922,1.0,8.981721166344887,7.411823608722642,0.13617021276595745,0.009147684624854555,0.017468170984152785,0.8772861361503601,0.8772861361503601,1.0,0.0,0.00866017037249626,0.01662116683623258,0.8917758464813232,0.8917758464813232,1.0,0.0,0.009613175087786736,0.017695031489463563,0.8030382394790649,0.8030382394790649,1.0,0.0,0.9491017964071856,0.9433334777611234,0.875609756097561,0.8740930120671049,0.9445628997867804,0.9496657976269001,0.9230914840971757,0.9223640958183762,0.875609756097561,0.8740930120671049
